transaction_id,retailer,retailer_id,invoice_date,product,price_per_unit,units_sold,total_sales,sales_method
967,West Gear,1185732,11/9/2021,Women's Apparel,70,650,455000,In-store
968,West Gear,1185732,12/8/2021,Men's Street Footwear,65,875,568750,In-store
969,West Gear,1185732,12/8/2021,Men's Athletic Footwear,55,675,371250,In-store
970,Kohl's,1185732,12/8/2021,Women's Street Footwear,55,625,343750,In-store
971,Kohl's,1185732,12/8/2021,Women's Athletic Footwear,55,575,316250,In-store
972,Kohl's,1185732,12/8/2021,Men's Apparel,65,575,373750,In-store
973,Kohl's,1185732,12/8/2021,Women's Apparel,70,675,472500,In-store
974,Kohl's,1185732,1/14/2021,Men's Street Footwear,40,800,320000,In-store
975,Kohl's,1185732,1/14/2021,Men's Athletic Footwear,40,600,240000,In-store
976,Kohl's,1185732,1/14/2021,Women's Street Footwear,30,600,180000,In-store
977,Kohl's,1185732,1/14/2021,Women's Athletic Footwear,35,450,157500,In-store
978,Kohl's,1185732,1/14/2021,Men's Apparel,50,500,250000,In-store
979,Kohl's,1185732,1/14/2021,Women's Apparel,40,600,240000,In-store
980,Kohl's,1185732,2/12/2021,Men's Street Footwear,40,850,340000,In-store
981,Kohl's,1185732,2/12/2021,Men's Athletic Footwear,40,500,200000,In-store
982,Kohl's,1185732,2/12/2021,Women's Street Footwear,30,550,165000,In-store
983,Kohl's,1185732,2/12/2021,Women's Athletic Footwear,35,425,148750,In-store
984,Kohl's,1185732,2/12/2021,Men's Apparel,50,500,250000,In-store
985,Kohl's,1185732,2/12/2021,Women's Apparel,40,600,240000,In-store
986,Kohl's,1185732,3/10/2021,Men's Street Footwear,40,820,328000,In-store
987,Kohl's,1185732,3/10/2021,Men's Athletic Footwear,40,525,210000,In-store
988,Kohl's,1185732,3/10/2021,Women's Street Footwear,30,550,165000,In-store
989,Kohl's,1185732,3/10/2021,Women's Athletic Footwear,35,400,140000,In-store
990,Kohl's,1185732,3/10/2021,Men's Apparel,50,450,225000,In-store
991,Kohl's,1185732,3/10/2021,Women's Apparel,40,550,220000,In-store
992,Kohl's,1185732,4/11/2021,Men's Street Footwear,40,800,320000,In-store
993,Kohl's,1185732,4/11/2021,Men's Athletic Footwear,40,500,200000,In-store
994,Kohl's,1185732,4/11/2021,Women's Street Footwear,30,500,150000,In-store
995,Kohl's,1185732,4/11/2021,Women's Athletic Footwear,35,425,148750,In-store
996,Kohl's,1185732,4/11/2021,Men's Apparel,50,425,212500,In-store
997,Kohl's,1185732,4/11/2021,Women's Apparel,40,550,220000,In-store
998,Kohl's,1185732,5/10/2021,Men's Street Footwear,50,820,410000,In-store
999,Kohl's,1185732,5/10/2021,Men's Athletic Footwear,45,525,236250,In-store
1000,Kohl's,1185732,5/10/2021,Women's Street Footwear,40,500,200000,In-store
1001,Kohl's,1185732,5/10/2021,Women's Athletic Footwear,40,450,180000,In-store
1002,Kohl's,1185732,5/10/2021,Men's Apparel,50,475,237500,In-store
1003,Kohl's,1185732,5/10/2021,Women's Apparel,55,600,330000,In-store
1004,Kohl's,1185732,6/12/2021,Men's Street Footwear,50,850,425000,In-store
1005,Kohl's,1185732,6/12/2021,Men's Athletic Footwear,45,600,270000,In-store
1006,Kohl's,1185732,6/12/2021,Women's Street Footwear,40,525,210000,In-store
1007,Kohl's,1185732,6/12/2021,Women's Athletic Footwear,40,500,200000,In-store
1008,Kohl's,1185732,6/12/2021,Men's Apparel,50,500,250000,In-store
1009,Kohl's,1185732,6/12/2021,Women's Apparel,55,650,357500,In-store
1010,Kohl's,1185732,7/10/2021,Men's Street Footwear,50,875,437500,In-store
1011,Kohl's,1185732,7/10/2021,Men's Athletic Footwear,45,625,281250,In-store
1012,Kohl's,1185732,7/10/2021,Women's Street Footwear,40,550,220000,In-store
1013,Kohl's,1185732,7/10/2021,Women's Athletic Footwear,40,500,200000,In-store
1014,Kohl's,1185732,7/10/2021,Men's Apparel,50,525,262500,In-store
1015,Kohl's,1185732,7/10/2021,Women's Apparel,55,700,385000,In-store
1016,Kohl's,1185732,8/11/2021,Men's Street Footwear,50,850,425000,In-store
1017,Kohl's,1185732,8/11/2021,Men's Athletic Footwear,45,625,281250,In-store
1018,Kohl's,1185732,8/11/2021,Women's Street Footwear,40,550,220000,In-store
1019,Kohl's,1185732,8/11/2021,Women's Athletic Footwear,40,525,210000,In-store
1020,Kohl's,1185732,8/11/2021,Men's Apparel,50,500,250000,In-store
1021,Kohl's,1185732,8/11/2021,Women's Apparel,55,675,371250,In-store
1022,Kohl's,1185732,9/10/2021,Men's Street Footwear,50,800,400000,In-store
1023,Kohl's,1185732,9/10/2021,Men's Athletic Footwear,45,600,270000,In-store
1024,Kohl's,1185732,9/10/2021,Women's Street Footwear,40,525,210000,In-store
1025,Kohl's,1185732,9/10/2021,Women's Athletic Footwear,40,500,200000,In-store
1026,Kohl's,1185732,9/10/2021,Men's Apparel,50,500,250000,In-store
1027,Kohl's,1185732,9/10/2021,Women's Apparel,55,600,330000,In-store
1028,Kohl's,1185732,10/12/2021,Men's Street Footwear,55,775,426250,In-store
1029,Kohl's,1185732,10/12/2021,Men's Athletic Footwear,45,600,270000,In-store
1030,Kohl's,1185732,10/12/2021,Women's Street Footwear,45,500,225000,In-store
1031,Kohl's,1185732,10/12/2021,Women's Athletic Footwear,45,475,213750,In-store
1032,Kohl's,1185732,10/12/2021,Men's Apparel,55,475,261250,In-store
1033,Kohl's,1185732,10/12/2021,Women's Apparel,60,600,360000,In-store
1034,Kohl's,1185732,11/11/2021,Men's Street Footwear,55,750,412500,In-store
1035,Kohl's,1185732,11/11/2021,Men's Athletic Footwear,45,575,258750,In-store
1036,Kohl's,1185732,11/11/2021,Women's Street Footwear,45,520,234000,In-store
1037,Kohl's,1185732,11/11/2021,Women's Athletic Footwear,45,500,225000,In-store
1038,Kohl's,1185732,11/11/2021,Men's Apparel,55,475,261250,In-store
1039,Kohl's,1185732,11/11/2021,Women's Apparel,60,575,345000,In-store
1040,Kohl's,1185732,12/10/2021,Men's Street Footwear,55,800,440000,In-store
1041,Kohl's,1185732,12/10/2021,Men's Athletic Footwear,45,600,270000,In-store
1042,Foot Locker,1185732,12/10/2021,Women's Street Footwear,45,550,247500,In-store
1043,Foot Locker,1185732,12/10/2021,Women's Athletic Footwear,45,500,225000,In-store
1044,Foot Locker,1185732,12/10/2021,Men's Apparel,55,500,275000,In-store
1045,Foot Locker,1185732,12/10/2021,Women's Apparel,60,600,360000,In-store
1046,Foot Locker,1128299,1/24/2021,Men's Street Footwear,30,350,105000,In-store
1047,Foot Locker,1128299,1/24/2021,Men's Athletic Footwear,40,350,140000,In-store
1048,Foot Locker,1128299,1/24/2021,Women's Street Footwear,40,350,140000,In-store
1049,Foot Locker,1128299,1/24/2021,Women's Athletic Footwear,40,200,80000,In-store
1050,Foot Locker,1128299,1/24/2021,Men's Apparel,45,150,67500,In-store
1051,Foot Locker,1128299,1/24/2021,Women's Apparel,40,400,160000,In-store
1052,Foot Locker,1128299,2/24/2021,Men's Street Footwear,30,450,135000,In-store
1053,Foot Locker,1128299,2/24/2021,Men's Athletic Footwear,40,350,140000,In-store
1054,Foot Locker,1128299,2/24/2021,Women's Street Footwear,40,350,140000,In-store
1055,Foot Locker,1128299,2/24/2021,Women's Athletic Footwear,40,200,80000,In-store
1056,Foot Locker,1128299,2/24/2021,Men's Apparel,45,125,56250,In-store
1057,Foot Locker,1128299,2/24/2021,Women's Apparel,40,325,130000,In-store
1058,Foot Locker,1128299,3/23/2021,Men's Street Footwear,40,475,190000,In-store
1059,Foot Locker,1128299,3/23/2021,Men's Athletic Footwear,50,325,162500,In-store
1060,Foot Locker,1128299,3/23/2021,Women's Street Footwear,55,350,192500,In-store
1061,Foot Locker,1128299,3/23/2021,Women's Athletic Footwear,50,250,125000,In-store
1062,Foot Locker,1128299,3/23/2021,Men's Apparel,55,100,55000,In-store
1063,Foot Locker,1128299,3/23/2021,Women's Apparel,50,300,150000,In-store
1064,Foot Locker,1128299,4/24/2021,Men's Street Footwear,55,475,261250,In-store
1065,Foot Locker,1128299,4/24/2021,Men's Athletic Footwear,60,275,165000,In-store
1066,Foot Locker,1128299,4/24/2021,Women's Street Footwear,60,325,195000,In-store
1067,Foot Locker,1128299,4/24/2021,Women's Athletic Footwear,45,225,101250,In-store
1068,Foot Locker,1128299,4/24/2021,Men's Apparel,50,125,62500,In-store
1069,Foot Locker,1128299,4/24/2021,Women's Apparel,65,300,195000,In-store
1070,Foot Locker,1128299,5/25/2021,Men's Street Footwear,50,500,250000,In-store
1071,Foot Locker,1128299,5/25/2021,Men's Athletic Footwear,55,350,192500,In-store
1072,Foot Locker,1128299,5/25/2021,Women's Street Footwear,55,350,192500,In-store
1073,Foot Locker,1128299,5/25/2021,Women's Athletic Footwear,50,275,137500,In-store
1074,Foot Locker,1128299,5/25/2021,Men's Apparel,45,175,78750,In-store
1075,Foot Locker,1128299,5/25/2021,Women's Apparel,60,525,315000,In-store
1076,Foot Locker,1128299,6/24/2021,Men's Street Footwear,55,775,426250,In-store
1077,Foot Locker,1128299,6/24/2021,Men's Athletic Footwear,65,650,422500,In-store
1078,Foot Locker,1128299,6/24/2021,Women's Street Footwear,80,650,520000,In-store
1079,Foot Locker,1128299,6/24/2021,Women's Athletic Footwear,80,525,420000,In-store
1080,Foot Locker,1128299,6/24/2021,Men's Apparel,90,400,360000,In-store
1081,Foot Locker,1128299,6/24/2021,Women's Apparel,105,700,735000,In-store
1082,Foot Locker,1128299,7/23/2021,Men's Street Footwear,85,850,722500,In-store
1083,Foot Locker,1128299,7/23/2021,Men's Athletic Footwear,90,700,630000,In-store
1084,Foot Locker,1128299,7/23/2021,Women's Street Footwear,90,650,585000,In-store
1085,Foot Locker,1128299,7/23/2021,Women's Athletic Footwear,85,550,467500,In-store
1086,Foot Locker,1128299,7/23/2021,Men's Apparel,90,600,540000,In-store
1087,Foot Locker,1128299,7/23/2021,Women's Apparel,105,600,630000,In-store
1088,Foot Locker,1128299,8/24/2021,Men's Street Footwear,90,800,720000,In-store
1089,Foot Locker,1128299,8/24/2021,Men's Athletic Footwear,80,775,620000,In-store
1090,Foot Locker,1128299,8/24/2021,Women's Street Footwear,70,650,455000,In-store
1091,Foot Locker,1128299,8/24/2021,Women's Athletic Footwear,70,425,297500,In-store
1092,Foot Locker,1128299,8/24/2021,Men's Apparel,70,425,297500,In-store
1093,Foot Locker,1128299,8/24/2021,Women's Apparel,75,250,187500,In-store
1094,Foot Locker,1128299,9/25/2021,Men's Street Footwear,50,450,225000,In-store
1095,Foot Locker,1128299,9/25/2021,Men's Athletic Footwear,55,450,247500,In-store
1096,Foot Locker,1128299,9/25/2021,Women's Street Footwear,50,250,125000,In-store
1097,Foot Locker,1128299,9/25/2021,Women's Athletic Footwear,50,200,100000,In-store
1098,Foot Locker,1128299,9/25/2021,Men's Apparel,60,225,135000,In-store
1099,Foot Locker,1128299,9/25/2021,Women's Apparel,45,250,112500,In-store
1100,Foot Locker,1128299,10/24/2021,Men's Street Footwear,40,350,140000,In-store
1101,Foot Locker,1128299,10/24/2021,Men's Athletic Footwear,55,525,288750,In-store
1102,Foot Locker,1128299,10/24/2021,Women's Street Footwear,50,350,175000,In-store
1103,Foot Locker,1128299,10/24/2021,Women's Athletic Footwear,45,325,146250,In-store
1104,Foot Locker,1128299,10/24/2021,Men's Apparel,55,300,165000,In-store
1105,Foot Locker,1128299,10/24/2021,Women's Apparel,60,350,210000,In-store
1106,Foot Locker,1128299,11/24/2021,Men's Street Footwear,45,575,258750,In-store
1107,Foot Locker,1128299,11/24/2021,Men's Athletic Footwear,50,650,325000,In-store
1108,Foot Locker,1128299,11/24/2021,Women's Street Footwear,45,475,213750,In-store
1109,Foot Locker,1128299,11/24/2021,Women's Athletic Footwear,55,450,247500,In-store
1110,Foot Locker,1128299,11/24/2021,Men's Apparel,75,425,318750,In-store
1111,Foot Locker,1128299,11/24/2021,Women's Apparel,80,550,440000,In-store
1112,Foot Locker,1128299,12/23/2021,Men's Street Footwear,65,750,487500,In-store
1113,Foot Locker,1128299,12/23/2021,Men's Athletic Footwear,75,750,562500,In-store
1114,Sports Direct,1128299,12/23/2021,Women's Street Footwear,70,550,385000,In-store
1115,Sports Direct,1128299,12/23/2021,Women's Athletic Footwear,70,550,385000,In-store
1116,Sports Direct,1128299,12/23/2021,Men's Apparel,80,475,380000,In-store
1117,Sports Direct,1128299,12/23/2021,Women's Apparel,85,575,488750,In-store
1118,Sports Direct,1185732,1/19/2021,Men's Street Footwear,35,750,262500,In-store
1119,Sports Direct,1185732,1/19/2021,Men's Athletic Footwear,35,550,192500,In-store
1120,Sports Direct,1185732,1/19/2021,Women's Street Footwear,25,550,137500,In-store
1121,Sports Direct,1185732,1/19/2021,Women's Athletic Footwear,30,400,120000,In-store
1122,Sports Direct,1185732,1/19/2021,Men's Apparel,45,450,202500,In-store
1123,Sports Direct,1185732,1/19/2021,Women's Apparel,35,550,192500,In-store
1124,Sports Direct,1185732,2/17/2021,Men's Street Footwear,35,800,280000,In-store
1125,Sports Direct,1185732,2/17/2021,Men's Athletic Footwear,35,450,157500,In-store
1126,Sports Direct,1185732,2/17/2021,Women's Street Footwear,25,500,125000,In-store
1127,Sports Direct,1185732,2/17/2021,Women's Athletic Footwear,30,375,112500,In-store
1128,Sports Direct,1185732,2/17/2021,Men's Apparel,45,450,202500,In-store
1129,Sports Direct,1185732,2/17/2021,Women's Apparel,35,550,192500,In-store
1130,Sports Direct,1185732,3/15/2021,Men's Street Footwear,35,770,269500,In-store
1131,Sports Direct,1185732,3/15/2021,Men's Athletic Footwear,35,450,157500,In-store
1132,Sports Direct,1185732,3/15/2021,Women's Street Footwear,25,475,118750,In-store
1133,Sports Direct,1185732,3/15/2021,Women's Athletic Footwear,30,325,97500,In-store
1134,Sports Direct,1185732,3/15/2021,Men's Apparel,45,375,168750,In-store
1135,Sports Direct,1185732,3/15/2021,Women's Apparel,35,475,166250,In-store
1136,Sports Direct,1185732,4/16/2021,Men's Street Footwear,35,725,253750,In-store
1137,Sports Direct,1185732,4/16/2021,Men's Athletic Footwear,40,425,170000,In-store
1138,Sports Direct,1185732,4/16/2021,Women's Street Footwear,30,450,135000,In-store
1139,Sports Direct,1185732,4/16/2021,Women's Athletic Footwear,35,375,131250,In-store
1140,Sports Direct,1185732,4/16/2021,Men's Apparel,50,400,200000,In-store
1141,Sports Direct,1185732,4/16/2021,Women's Apparel,40,525,210000,In-store
1142,Sports Direct,1185732,5/15/2021,Men's Street Footwear,50,795,397500,In-store
1143,Sports Direct,1185732,5/15/2021,Men's Athletic Footwear,50,500,250000,In-store
1144,Sports Direct,1185732,5/15/2021,Women's Street Footwear,45,475,213750,In-store
1145,Sports Direct,1185732,5/15/2021,Women's Athletic Footwear,45,450,202500,In-store
1146,Sports Direct,1185732,5/15/2021,Men's Apparel,55,475,261250,In-store
1147,Sports Direct,1185732,5/15/2021,Women's Apparel,60,575,345000,In-store
1148,Sports Direct,1185732,6/17/2021,Men's Street Footwear,55,825,453750,In-store
1149,Sports Direct,1185732,6/17/2021,Men's Athletic Footwear,50,575,287500,In-store
1150,Sports Direct,1185732,6/17/2021,Women's Street Footwear,45,550,247500,In-store
1151,Sports Direct,1185732,6/17/2021,Women's Athletic Footwear,45,525,236250,In-store
1152,Sports Direct,1185732,6/17/2021,Men's Apparel,60,525,315000,In-store
1153,Sports Direct,1185732,6/17/2021,Women's Apparel,65,675,438750,In-store
1154,Sports Direct,1185732,7/15/2021,Men's Street Footwear,60,900,540000,In-store
1155,Sports Direct,1185732,7/15/2021,Men's Athletic Footwear,55,650,357500,In-store
1156,Sports Direct,1185732,7/15/2021,Women's Street Footwear,50,575,287500,In-store
1157,Sports Direct,1185732,7/15/2021,Women's Athletic Footwear,50,525,262500,In-store
1158,Sports Direct,1185732,7/15/2021,Men's Apparel,60,550,330000,In-store
1159,Sports Direct,1185732,7/15/2021,Women's Apparel,65,725,471250,In-store
1160,Sports Direct,1185732,8/16/2021,Men's Street Footwear,60,875,525000,In-store
1161,Sports Direct,1185732,8/16/2021,Men's Athletic Footwear,55,650,357500,In-store
1162,Sports Direct,1185732,8/16/2021,Women's Street Footwear,45,575,258750,In-store
1163,Sports Direct,1185732,8/16/2021,Women's Athletic Footwear,35,525,183750,In-store
1164,Sports Direct,1185732,8/16/2021,Men's Apparel,45,500,225000,In-store
1165,Sports Direct,1185732,8/16/2021,Women's Apparel,50,675,337500,In-store
1166,Sports Direct,1185732,9/15/2021,Men's Street Footwear,45,800,360000,In-store
1167,Sports Direct,1185732,9/15/2021,Men's Athletic Footwear,40,600,240000,In-store
1168,Sports Direct,1185732,9/15/2021,Women's Street Footwear,35,500,175000,In-store
1169,Sports Direct,1185732,9/15/2021,Women's Athletic Footwear,35,475,166250,In-store
1170,Sports Direct,1185732,9/15/2021,Men's Apparel,45,475,213750,In-store
1171,Sports Direct,1185732,9/15/2021,Women's Apparel,50,575,287500,In-store
1172,Sports Direct,1185732,10/17/2021,Men's Street Footwear,50,750,375000,In-store
1173,Sports Direct,1185732,10/17/2021,Men's Athletic Footwear,40,575,230000,In-store
1174,Sports Direct,1185732,10/17/2021,Women's Street Footwear,40,425,170000,In-store
1175,Sports Direct,1185732,10/17/2021,Women's Athletic Footwear,40,400,160000,In-store
1176,Sports Direct,1185732,10/17/2021,Men's Apparel,50,400,200000,In-store
1177,Sports Direct,1185732,10/17/2021,Women's Apparel,55,525,288750,In-store
1178,Sports Direct,1185732,11/16/2021,Men's Street Footwear,50,675,337500,In-store
1179,Sports Direct,1185732,11/16/2021,Men's Athletic Footwear,45,500,225000,In-store
1180,Sports Direct,1185732,11/16/2021,Women's Street Footwear,45,445,200250,In-store
1181,Sports Direct,1185732,11/16/2021,Women's Athletic Footwear,45,475,213750,In-store
1182,Sports Direct,1185732,11/16/2021,Men's Apparel,60,450,270000,In-store
1183,Sports Direct,1185732,11/16/2021,Women's Apparel,65,625,406250,In-store
1184,Sports Direct,1185732,12/15/2021,Men's Street Footwear,60,850,510000,In-store
1185,Sports Direct,1185732,12/15/2021,Men's Athletic Footwear,50,650,325000,In-store
1186,Foot Locker,1185732,12/15/2021,Women's Street Footwear,50,600,300000,In-store
1187,Foot Locker,1185732,12/15/2021,Women's Athletic Footwear,50,550,275000,In-store
1188,Foot Locker,1185732,12/15/2021,Men's Apparel,60,550,330000,In-store
1189,Foot Locker,1185732,12/15/2021,Women's Apparel,65,650,422500,In-store
1190,Foot Locker,1185732,1/18/2021,Men's Street Footwear,30,625,187500,In-store
1191,Foot Locker,1185732,1/18/2021,Men's Athletic Footwear,30,425,127500,In-store
1192,Foot Locker,1185732,1/18/2021,Women's Street Footwear,20,425,85000,In-store
1193,Foot Locker,1185732,1/18/2021,Women's Athletic Footwear,25,275,68750,In-store
1194,Foot Locker,1185732,1/18/2021,Men's Apparel,40,325,130000,In-store
1195,Foot Locker,1185732,1/18/2021,Women's Apparel,30,425,127500,In-store
1196,Foot Locker,1185732,2/18/2021,Men's Street Footwear,30,675,202500,In-store
1197,Foot Locker,1185732,2/18/2021,Men's Athletic Footwear,30,325,97500,In-store
1198,Foot Locker,1185732,2/18/2021,Women's Street Footwear,20,375,75000,In-store
1199,Foot Locker,1185732,2/18/2021,Women's Athletic Footwear,25,250,62500,In-store
1200,Foot Locker,1185732,2/18/2021,Men's Apparel,40,325,130000,In-store
1201,Foot Locker,1185732,2/18/2021,Women's Apparel,30,400,120000,In-store
1202,Foot Locker,1185732,3/17/2021,Men's Street Footwear,35,620,217000,In-store
1203,Foot Locker,1185732,3/17/2021,Men's Athletic Footwear,35,300,105000,In-store
1204,Foot Locker,1185732,3/17/2021,Women's Street Footwear,25,350,87500,In-store
1205,Foot Locker,1185732,3/17/2021,Women's Athletic Footwear,30,200,60000,In-store
1206,Foot Locker,1185732,3/17/2021,Men's Apparel,45,250,112500,In-store
1207,Foot Locker,1185732,3/17/2021,Women's Apparel,35,350,122500,In-store
1208,Foot Locker,1185732,4/18/2021,Men's Street Footwear,35,575,201250,In-store
1209,Foot Locker,1185732,4/18/2021,Men's Athletic Footwear,30,275,82500,In-store
1210,Foot Locker,1185732,4/18/2021,Women's Street Footwear,20,275,55000,In-store
1211,Foot Locker,1185732,4/18/2021,Women's Athletic Footwear,25,200,50000,In-store
1212,Foot Locker,1185732,4/18/2021,Men's Apparel,40,225,90000,In-store
1213,Foot Locker,1185732,4/18/2021,Women's Apparel,30,350,105000,In-store
1214,Foot Locker,1185732,5/19/2021,Men's Street Footwear,40,620,248000,In-store
1215,Foot Locker,1185732,5/19/2021,Men's Athletic Footwear,35,325,113750,In-store
1216,Foot Locker,1185732,5/19/2021,Women's Street Footwear,30,300,90000,In-store
1217,Foot Locker,1185732,5/19/2021,Women's Athletic Footwear,30,225,67500,In-store
1218,Foot Locker,1185732,5/19/2021,Men's Apparel,45,250,112500,In-store
1219,Foot Locker,1185732,5/19/2021,Women's Apparel,50,350,175000,In-store
1220,Foot Locker,1185732,6/18/2021,Men's Street Footwear,35,600,210000,In-store
1221,Foot Locker,1185732,6/18/2021,Men's Athletic Footwear,30,350,105000,In-store
1222,Foot Locker,1185732,6/18/2021,Women's Street Footwear,25,375,93750,In-store
1223,Foot Locker,1185732,6/18/2021,Women's Athletic Footwear,25,350,87500,In-store
1224,Foot Locker,1185732,6/18/2021,Men's Apparel,40,350,140000,In-store
1225,Foot Locker,1185732,6/18/2021,Women's Apparel,45,525,236250,In-store
1226,Foot Locker,1185732,7/17/2021,Men's Street Footwear,40,750,300000,In-store
1227,Foot Locker,1185732,7/17/2021,Men's Athletic Footwear,35,500,175000,In-store
1228,Foot Locker,1185732,7/17/2021,Women's Street Footwear,30,425,127500,In-store
1229,Foot Locker,1185732,7/17/2021,Women's Athletic Footwear,30,375,112500,In-store
1230,Foot Locker,1185732,7/17/2021,Men's Apparel,40,375,150000,In-store
1231,Foot Locker,1185732,7/17/2021,Women's Apparel,45,550,247500,In-store
1232,Foot Locker,1185732,8/18/2021,Men's Street Footwear,40,700,280000,In-store
1233,Foot Locker,1185732,8/18/2021,Men's Athletic Footwear,40,475,190000,In-store
1234,Foot Locker,1185732,8/18/2021,Women's Street Footwear,35,400,140000,In-store
1235,Foot Locker,1185732,8/18/2021,Women's Athletic Footwear,25,325,81250,In-store
1236,Foot Locker,1185732,8/18/2021,Men's Apparel,35,300,105000,In-store
1237,Foot Locker,1185732,8/18/2021,Women's Apparel,40,475,190000,In-store
1238,Foot Locker,1185732,9/19/2021,Men's Street Footwear,35,600,210000,In-store
1239,Foot Locker,1185732,9/19/2021,Men's Athletic Footwear,30,400,120000,In-store
1240,Foot Locker,1185732,9/19/2021,Women's Street Footwear,15,300,45000,In-store
1241,Foot Locker,1185732,9/19/2021,Women's Athletic Footwear,15,275,41250,In-store
1242,Foot Locker,1185732,9/19/2021,Men's Apparel,25,275,68750,In-store
1243,Foot Locker,1185732,9/19/2021,Women's Apparel,30,350,105000,In-store
1244,Foot Locker,1185732,10/18/2021,Men's Street Footwear,35,525,183750,In-store
1245,Foot Locker,1185732,10/18/2021,Men's Athletic Footwear,25,350,87500,In-store
1246,Foot Locker,1185732,10/18/2021,Women's Street Footwear,25,250,62500,In-store
1247,Foot Locker,1185732,10/18/2021,Women's Athletic Footwear,25,225,56250,In-store
1248,Foot Locker,1185732,10/18/2021,Men's Apparel,35,225,78750,In-store
1249,Foot Locker,1185732,10/18/2021,Women's Apparel,40,350,140000,In-store
1250,Foot Locker,1185732,11/18/2021,Men's Street Footwear,35,500,175000,In-store
1251,Foot Locker,1185732,11/18/2021,Men's Athletic Footwear,25,350,87500,In-store
1252,Foot Locker,1185732,11/18/2021,Women's Street Footwear,25,295,73750,In-store
1253,Foot Locker,1185732,11/18/2021,Women's Athletic Footwear,25,325,81250,In-store
1254,Foot Locker,1185732,11/18/2021,Men's Apparel,45,300,135000,In-store
1255,Foot Locker,1185732,11/18/2021,Women's Apparel,50,400,200000,In-store
1256,Foot Locker,1185732,12/17/2021,Men's Street Footwear,45,650,292500,In-store
1257,Foot Locker,1185732,12/17/2021,Men's Athletic Footwear,35,450,157500,In-store
1258,West Gear,1185732,12/17/2021,Women's Street Footwear,35,400,140000,In-store
1259,West Gear,1185732,12/17/2021,Women's Athletic Footwear,35,350,122500,In-store
1260,West Gear,1185732,12/17/2021,Men's Apparel,45,350,157500,In-store
1261,West Gear,1185732,12/17/2021,Women's Apparel,50,450,225000,In-store
1262,West Gear,1185732,1/11/2021,Men's Street Footwear,25,675,168750,In-store
1263,West Gear,1185732,1/11/2021,Men's Athletic Footwear,25,475,118750,In-store
1264,West Gear,1185732,1/11/2021,Women's Street Footwear,15,475,71250,In-store
1265,West Gear,1185732,1/11/2021,Women's Athletic Footwear,20,325,65000,In-store
1266,West Gear,1185732,1/11/2021,Men's Apparel,35,375,131250,In-store
1267,West Gear,1185732,1/11/2021,Women's Apparel,25,475,118750,In-store
1268,West Gear,1185732,2/11/2021,Men's Street Footwear,25,725,181250,In-store
1269,West Gear,1185732,2/11/2021,Men's Athletic Footwear,25,375,93750,In-store
1270,West Gear,1185732,2/11/2021,Women's Street Footwear,15,425,63750,In-store
1271,West Gear,1185732,2/11/2021,Women's Athletic Footwear,20,300,60000,In-store
1272,West Gear,1185732,2/11/2021,Men's Apparel,35,375,131250,In-store
1273,West Gear,1185732,2/11/2021,Women's Apparel,25,450,112500,In-store
1274,West Gear,1185732,3/10/2021,Men's Street Footwear,30,670,201000,In-store
1275,West Gear,1185732,3/10/2021,Men's Athletic Footwear,30,350,105000,In-store
1276,West Gear,1185732,3/10/2021,Women's Street Footwear,20,400,80000,In-store
1277,West Gear,1185732,3/10/2021,Women's Athletic Footwear,25,250,62500,In-store
1278,West Gear,1185732,3/10/2021,Men's Apparel,40,300,120000,In-store
1279,West Gear,1185732,3/10/2021,Women's Apparel,30,400,120000,In-store
1280,West Gear,1185732,4/11/2021,Men's Street Footwear,30,625,187500,In-store
1281,West Gear,1185732,4/11/2021,Men's Athletic Footwear,25,325,81250,In-store
1282,West Gear,1185732,4/11/2021,Women's Street Footwear,15,325,48750,In-store
1283,West Gear,1185732,4/11/2021,Women's Athletic Footwear,20,250,50000,In-store
1284,West Gear,1185732,4/11/2021,Men's Apparel,35,275,96250,In-store
1285,West Gear,1185732,4/11/2021,Women's Apparel,25,400,100000,In-store
1286,West Gear,1185732,5/12/2021,Men's Street Footwear,35,670,234500,In-store
1287,West Gear,1185732,5/12/2021,Men's Athletic Footwear,30,375,112500,In-store
1288,West Gear,1185732,5/12/2021,Women's Street Footwear,25,350,87500,In-store
1289,West Gear,1185732,5/12/2021,Women's Athletic Footwear,25,275,68750,In-store
1290,West Gear,1185732,5/12/2021,Men's Apparel,40,300,120000,In-store
1291,West Gear,1185732,5/12/2021,Women's Apparel,45,400,180000,In-store
1292,West Gear,1185732,6/11/2021,Men's Street Footwear,30,650,195000,In-store
1293,West Gear,1185732,6/11/2021,Men's Athletic Footwear,25,400,100000,In-store
1294,West Gear,1185732,6/11/2021,Women's Street Footwear,20,425,85000,In-store
1295,West Gear,1185732,6/11/2021,Women's Athletic Footwear,20,400,80000,In-store
1296,West Gear,1185732,6/11/2021,Men's Apparel,35,400,140000,In-store
1297,West Gear,1185732,6/11/2021,Women's Apparel,40,575,230000,In-store
1298,West Gear,1185732,7/10/2021,Men's Street Footwear,35,800,280000,In-store
1299,West Gear,1185732,7/10/2021,Men's Athletic Footwear,30,550,165000,In-store
1300,West Gear,1185732,7/10/2021,Women's Street Footwear,25,475,118750,In-store
1301,West Gear,1185732,7/10/2021,Women's Athletic Footwear,25,425,106250,In-store
1302,West Gear,1185732,7/10/2021,Men's Apparel,35,425,148750,In-store
1303,West Gear,1185732,7/10/2021,Women's Apparel,40,600,240000,In-store
